10.59887,6.12642,7.03935,5.45487,6.96067,6.52725,5.64071,5.59447,6.84944,5.42076,6.30615,5.38543,5.42367,6.56122,7.07444,5.74731,5.85797,6.01674,7.96175,6.01870,7.27503,6.49738,6.95773,5.53841,6.67496,5.88734,6.07691,5.44108,5.69163,5.49909,6.19994,5.07232,6.41905,6.73645,6.85022,5.48122,6.57592,6.56120,5.51094,6.12826,6.36297,5.38952,5.98253,5.69201,6.88941,6.28834,5.87508,6.29733,7.00010,5.83714,6.53763,7.27725,6.70165,6.27011,5.57592,5.06944,5.76916,4.97881,5.85230,6.60616,6.40268,5.83095,6.68859,5.14127,6.82227,5.56946,5.92954,6.04153,7.00790,6.15181,6.08408,6.01767,5.38766,5.78281,5.67095,5.37736,5.40518,6.32686,6.43423,5.28612,6.05208,5.95291,6.73627,6.28808,6.03410,6.50925,5.54082,5.73786,6.84831,5.92094,5.57819,5.64443,6.98579,6.36872,4.80510,5.61110,9.54603,5.70043,6.77456,6.13043,5.17544,5.39498,6.81495,5.58994,5.34096,7.00059,4.88931,5.35675,7.85800,5.71728,6.73047,5.75218,5.69564,5.64116,5.94583,5.18746,7.12578,5.17765,5.91675,5.96764,7.31369,4.59646,5.59417,5.58156,6.34139,5.23261,5.85019,6.51175,5.51952,5.88400,5.85890,5.76607,5.80345,5.20008,6.73145,6.70562,7.10705,5.63071,5.99354,5.42634,6.09148,5.89578,5.35271,5.88457,5.68925,5.70625,6.12691,6.27582,5.46426,4.97059,5.31005,5.25129,5.54339,4.82376,5.10182,6.98609,6.50307,5.00425,4.64600,7.06920,5.75251,5.93182,6.28959,4.41646,7.84050,6.59437,6.46200,6.20849,5.41928,6.32911,6.97057,6.05597,6.38005,4.61430,6.80510,6.04876,6.62460,5.62297,6.49291,5.77972,5.18782,5.49622,7.09726,4.56815,5.22409,5.47457,5.83738,5.55869,5.58735,5.61743,5.14338,5.24603,5.07269,5.68578,5.32427,5.18674,5.02901,5.31814,6.43982,5.42514,5.22868,5.91761,6.61622,5.26908,6.73300,5.78560,6.01193,5.48883,5.94469,5.76500,4.17665,5.85345,5.02738,6.00346,5.04153,5.59457,5.67177,5.45901,4.99317,5.03385,5.76011,5.05456,5.00997,6.54252,6.82580,5.36448,5.60648,5.68624,5.69584,5.58852,5.68074,5.99875,5.37544,4.75380,5.59580,6.91123,5.51030,5.26947,5.67496,5.35319,6.28172,5.59143,5.29558,4.90362,6.40687,4.79506,5.33274,4.72032,5.80184,5.98253,5.58210,5.42829,5.25501,5.09576,5.39603,6.14131
8.76168,5.53490,6.20110,5.83674,5.66681,6.54294,6.79211,5.26492,6.53664,7.74806,4.32990,6.00943,6.02945,5.62739,6.62499,6.56223,5.86299,6.68385,7.00519,6.75000,4.71434,5.16655,4.70503,6.21263,5.62383,8.93625,5.20631,6.40509,6.22034,5.89143,6.56855,6.25832,5.29391,5.86765,6.59284,5.73798,6.10713,8.82645,5.99205,7.29773,6.10069,6.70593,5.04632,5.59533,5.13631,6.78003,5.75699,7.37901,3.86727,5.40518,8.18109,7.13808,5.58929,6.66226,5.51628,5.38976,6.00882,5.84869,5.68579,5.85566,6.01044,6.50199,6.06214,6.79193,6.11703,6.93538,5.52147,5.64916,5.53255,6.30282,4.39886,6.56889,6.36693,5.56756,5.60020,7.48736,6.65923,5.69752,5.96386,5.91088,5.85705,5.79985,5.77753,8.15665,5.88521,6.22955,6.19941,7.67432,7.50752,5.92329,6.07329,4.73689,6.62503,6.66818,6.29318,5.56793,6.44380,4.78339,4.72637,6.14884,6.19526,7.09596,5.48324,6.08381,5.10195,6.09368,5.16389,5.67661,6.26471,5.84189,5.90163,6.24464,6.55196,5.18941,5.56683,5.62578,5.46375,0.00000,8.06727,6.52794,5.94309,6.67230,5.35440,5.50490,5.44115,6.84591,7.01078,5.48193,4.68402,5.44926,5.13310,6.13459,6.05803,6.38569,5.97336,5.84602,5.36736,5.57490,6.71455,5.30803,5.20993,5.22057,5.43968,5.98277,4.70515,6.91030,7.32622,6.12022,6.47553,5.21621,4.87005,6.27464,5.88055,6.07143,6.11431,6.56007,6.15646,6.01214,5.08608,6.02514,4.73491,5.24330,6.19052,5.93874,6.22229,4.63150,5.56746,5.24615,5.52280,6.90587,5.87600,5.57778,5.51806,5.13619,4.88811,6.03662,4.99896,5.72418,4.48764,5.63560,6.37401,5.56939,4.79498,5.67392,5.21217,5.54544,4.97515,5.31487,5.27395,6.34851,5.75423,6.36704,4.69242,6.70780,5.47078,5.90605,4.93921,6.12477,4.64686,7.26690,5.64647,5.02544,5.20820,6.65694,5.52296,5.59666,2.44587,6.26182,5.24041,5.91824,5.47829,6.12177,5.91516,5.10278,5.01337,5.01959,5.04393,7.54387,4.75450,5.28641,5.71632,5.68775,4.53704,5.22418,5.38441,5.15959,4.94940,5.33210,5.49121,6.35487,5.28162,2.65987,5.70298,5.61656,4.78498,6.22665,5.44011,4.83444,4.14045,5.70695,4.52703,5.85120,4.67024,5.60953,4.40460,4.63229,5.27478,5.41056,4.84505,5.01318,4.81261,5.54363,5.75599,5.89383,5.35964,6.30089
7.48971,5.75208,6.46691,5.61037,6.69565,5.00803,6.38278,7.38227,5.42177,5.70093,6.53456,6.54169,5.83686,4.36904,6.15401,5.99579,5.71447,5.31361,6.41002,4.52597,5.76307,4.74644,5.57412,6.22884,5.20723,5.67335,6.11256,7.27642,6.12622,5.37892,7.48002,5.93529,5.34418,6.88845,7.28201,6.75433,8.39394,5.68982,5.68379,6.55108,5.62619,5.82111,6.88326,5.73197,5.12114,5.63952,4.90781,5.12493,6.64217,5.64152,6.26540,6.27545,5.59632,5.03488,5.41041,4.89810,5.56999,5.32914,6.14756,5.76406,6.55230,6.31497,5.81299,5.55219,5.93130,6.10802,6.50846,6.59616,7.76324,5.16154,5.80138,5.39200,6.45529,5.72495,5.60187,6.21098,5.52512,4.95724,6.35310,6.08445,5.53998,4.78048,5.26772,6.64706,6.32588,5.53593,5.22298,5.69710,6.64003,6.29559,4.92078,6.51953,6.57284,5.01668,6.39163,6.73287,6.20608,5.86940,6.99750,5.57058,5.57663,5.98700,6.46219,5.39852,5.73464,5.55115,5.97977,5.93631,7.01607,5.32747,6.08856,4.94105,4.92078,5.27902,6.29879,5.08125,5.35803,6.55354,6.93784,5.93188,6.23311,5.42998,5.37759,8.64862,5.53181,6.13984,7.89112,5.79999,7.46359,6.07089,6.17661,5.23508,5.50045,6.51583,5.66330,5.84753,5.06380,6.29947,5.44053,5.09871,6.78844,5.80562,5.54722,6.01093,5.96268,5.36550,5.49057,5.91463,4.92793,5.46380,5.23613,5.56297,4.92262,5.64489,5.82413,5.63705,4.98632,5.45093,6.19248,6.35269,6.50547,5.64553,7.16537,5.15710,5.65044,5.28046,5.14020,6.59003,5.79062,5.56352,6.85153,5.30931,5.41666,5.68185,5.47754,5.61189,5.84843,5.71801,5.49131,4.76693,6.41875,6.12530,5.17050,5.88798,5.30527,4.89312,5.86927,5.83849,5.07122,4.82807,6.00675,6.05460,5.49759,5.66115,5.55821,5.25318,5.97878,5.06240,5.71478,5.52471,5.47640,5.77742,6.46949,5.58696,5.84087,5.32723,6.06017,5.89978,5.80323,5.45880,4.72976,4.65517,5.22019,5.92289,6.43760,5.17342,5.62563,6.00711,4.75096,5.04829,7.04732,4.60629,6.14905,5.46353,5.54953,6.04771,5.67991,5.81896,5.64057,4.82813,5.93487,5.09400,5.78844,4.53681,5.67146,5.86527,5.58726,4.69366,5.01379,4.35579,5.49745,4.96735,5.45662,5.07359,5.52217,6.02617,5.36636,5.32524,5.89066,4.32032,5.74823,6.03473,5.65663,5.70060,4.95885,5.48634
6.81211,7.09634,4.68158,6.69543,5.01321,7.71472,5.86699,4.76257,5.74741,6.27492,6.15468,6.29055,6.77089,6.64573,6.02651,6.45060,6.28916,5.73273,6.27326,6.99703,6.31717,5.55126,5.83588,5.39819,5.79932,9.74240,5.54368,6.90228,4.75096,6.89476,6.08195,7.11209,6.06325,5.74725,6.45520,5.45345,6.29076,5.49948,5.66311,6.01062,4.32353,5.82111,6.45968,6.74313,6.47484,6.04749,4.12511,6.76886,5.96285,5.53640,5.36460,6.12220,5.52468,6.46048,5.63215,6.55225,5.15823,6.83508,5.50325,4.85178,4.76749,6.26188,6.26443,7.03411,4.98510,6.08031,5.44999,4.96155,5.49055,5.00320,6.10394,6.16973,6.42932,6.82218,6.07999,6.57770,5.57624,6.47969,5.20198,6.36936,5.34797,6.58827,6.56514,5.44027,5.81966,6.64684,4.93186,5.21296,7.29193,7.13893,6.12413,5.71821,6.00887,7.20181,6.53395,6.98963,5.49291,6.08132,4.92647,5.96761,6.58401,6.04081,4.80303,5.83794,5.11982,6.01173,5.70904,5.93073,5.36486,6.41218,5.68029,15.32494,5.23906,5.62114,5.60655,4.96444,5.55268,6.53977,5.67957,6.08786,4.53040,7.36703,5.74377,5.41813,5.36733,6.65384,5.84204,6.09007,6.40335,5.47665,6.64431,5.29820,4.81716,5.82419,5.23994,5.30034,5.18649,5.81410,5.80154,5.17523,5.17952,5.95378,4.85786,6.08407,7.17689,5.65271,6.48850,6.12171,4.55064,6.71784,5.56455,6.40866,5.43558,5.97117,5.49577,5.85189,5.59055,5.32906,5.96235,5.86864,5.40959,6.09022,6.37187,5.85298,4.33569,5.96460,5.39280,6.12051,5.52588,6.24938,7.68921,5.10590,5.50241,6.37829,5.20868,5.50829,4.97609,4.65976,4.10502,6.29454,5.46974,6.36805,5.38829,4.41761,5.15744,5.43347,5.63440,6.13175,6.18581,7.89707,4.49367,5.37282,5.09276,5.07350,4.70575,5.80593,6.06905,5.85217,5.07616,6.48699,5.09224,5.64309,4.84231,5.08777,5.14697,6.09124,4.73725,4.98913,5.04060,5.15355,4.63098,5.99309,4.68077,4.49802,3.91557,5.86065,4.73557,5.32393,5.31247,5.01933,6.07972,4.95315,6.05357,5.50746,5.75875,5.40253,4.98447,4.88630,4.82106,4.95188,4.30808,6.65900,5.33810,5.85149,5.08442,5.58632,5.07053,5.98596,5.54833,6.81512,5.74357,5.72678,5.36203,6.31286,4.79153,7.41738,4.81534,5.95033,4.32590,5.53651,6.31800,6.01683,4.65910,4.40698,5.01877,5.47459
8.25300,6.61737,5.74804,6.96395,5.79494,7.27439,5.55513,6.86166,5.98161,7.12987,4.68241,6.29330,6.00654,7.12224,5.01183,6.37325,5.47809,6.96342,6.33283,7.16085,6.76167,5.84091,6.06553,6.43255,6.41233,6.60883,6.11151,6.33143,5.89899,7.15055,7.08258,7.39568,6.13353,6.12860,6.73452,6.98939,5.63421,5.70717,6.58546,6.65526,5.77833,7.46787,5.44532,5.60333,6.43048,8.59023,6.08535,4.82329,7.13634,7.69734,5.30689,6.99425,5.14115,6.52656,5.79504,6.02932,6.59309,5.30091,5.38118,7.68249,6.52632,6.77101,6.04628,6.16377,5.37687,6.67180,4.82382,6.93356,6.19487,6.00555,5.43891,7.78993,5.34938,5.84960,5.53767,6.44725,6.11969,6.49934,5.64120,6.56530,5.57188,6.60041,5.38942,6.09231,5.64573,5.92850,5.95501,7.13335,5.39677,6.81682,6.81643,6.14725,5.14103,7.11202,5.08452,6.43889,6.24106,6.91903,7.17855,6.02958,5.53771,7.11394,6.20891,6.07733,5.46510,6.07913,5.21518,8.02861,6.40958,5.49632,5.89268,5.80409,4.95601,5.84233,5.48413,5.82678,5.61177,5.68933,4.76304,6.28457,5.75923,5.79563,5.23411,5.67506,5.96314,6.62359,5.05403,6.70184,5.63870,5.98565,6.05031,6.95282,5.30722,5.96683,6.45044,6.27123,5.94754,4.77119,5.19786,6.73135,5.96341,5.81207,5.97977,5.60368,6.85222,5.95951,5.06747,5.55255,4.68543,6.79010,4.97662,6.14516,9.34709,6.24376,5.09508,5.47156,5.85970,4.55748,4.48114,5.48068,6.40240,5.61820,5.61448,6.27877,5.81461,5.61981,4.82183,6.07710,6.02593,5.21643,5.08778,6.22514,5.34694,5.39241,4.41807,6.08551,6.04151,6.51386,5.80751,6.47969,4.67184,5.45724,4.73419,5.04656,4.54873,5.94872,5.12076,6.66912,5.99299,5.93081,5.46638,5.44682,6.06715,5.81605,5.15997,5.25671,5.61816,5.43900,5.90762,5.89235,5.07185,5.59789,4.98383,6.45490,5.18837,5.87164,5.14842,6.91131,4.87113,6.33670,4.99477,5.76053,4.83545,6.72148,5.28818,5.80257,5.33044,5.42452,4.94499,5.43087,5.06156,6.46629,5.29854,6.70991,5.31463,6.24854,4.93698,5.73301,6.15532,5.80812,5.53134,5.36504,5.96496,5.45058,5.21956,5.88642,5.01029,6.30711,5.57233,4.84379,4.83389,5.37416,5.41915,5.57242,5.02397,5.66610,5.43222,4.88931,5.09885,4.63842,5.63576,6.55443,4.76597,5.48380,5.06654,4.84033
8.57916,5.84466,5.99131,7.97280,7.16765,7.43853,6.09495,6.07649,7.54596,7.02180,6.61460,6.66357,5.81658,6.13321,5.65511,5.85191,6.26149,7.74169,6.80440,6.72183,5.71826,6.27191,6.01216,6.67261,7.00081,6.87127,5.55509,8.56718,6.37565,6.83240,6.10340,7.04887,7.39145,7.36968,5.80332,5.80977,5.29475,7.43454,6.23584,7.71568,6.79568,5.76922,5.71877,6.68729,5.79129,7.50221,7.25732,6.11328,5.16757,6.49874,5.09257,6.61815,6.56300,6.56242,5.30558,7.59617,5.16081,8.03622,5.60402,6.55451,4.94266,6.99011,5.66502,5.73072,5.96875,6.83907,5.42801,5.76626,6.63684,7.37540,5.60268,5.38932,4.40331,5.94734,6.56737,7.02261,6.48898,7.27109,5.47661,6.99179,6.49595,5.79181,5.66870,8.36167,5.04207,7.33811,5.08926,6.00640,5.94190,7.35632,5.52610,6.35946,5.99165,5.81829,4.88867,6.22928,7.16238,6.20962,6.46869,5.60009,6.12425,8.03903,6.44295,6.42972,5.51694,7.44720,5.74446,6.63062,5.71078,5.84332,5.42335,6.70104,5.59870,5.98338,6.77031,5.84727,4.57302,5.89171,7.69535,6.53001,5.11374,6.31149,4.92554,6.65865,5.98166,6.53801,5.05076,7.13604,6.05587,7.10355,5.75398,6.83304,5.31431,7.04318,5.46389,6.64339,4.66367,6.40108,5.70310,7.60560,5.27554,6.73864,4.88016,6.88361,6.29902,6.32669,5.90883,6.65637,6.96199,6.45153,6.13628,6.49088,6.49201,7.26583,5.56774,5.70964,5.54955,6.55047,5.50012,5.77500,5.38504,6.17633,4.87219,5.95730,5.71085,5.96673,4.91241,6.98420,5.61622,6.00773,5.15517,7.99178,5.05330,6.99454,5.02175,5.90927,5.74373,6.80170,4.90581,6.91621,6.24492,6.79538,5.51106,6.68719,5.39670,5.50784,6.02388,6.34049,4.18474,6.02798,6.03639,6.35666,6.30425,6.46125,5.36822,5.88455,5.63594,6.89988,4.58134,6.79710,5.79299,6.51739,5.06358,5.49055,5.24813,6.26498,5.53829,5.31864,5.75096,6.70979,5.17190,6.85342,4.40959,5.54970,6.65624,6.11042,4.62290,5.99792,5.13456,6.25936,4.61393,6.45646,4.45595,6.74307,4.59837,6.01831,4.88950,7.06003,5.65565,5.32095,4.91172,7.19284,6.11664,5.42058,5.42749,6.53040,4.96596,6.66631,5.06775,5.94050,5.39501,6.34875,3.80348,5.45101,5.39289,6.28401,5.31324,7.61796,5.85907,5.68141,5.49566,6.16890,5.06828,5.96588,5.45064,6.61827
9.66993,6.59225,5.68373,5.96477,5.90239,7.23555,6.20667,7.97481,6.64284,6.99196,6.23535,5.89841,6.11025,7.11255,6.51402,7.58717,6.42113,6.83617,6.18590,6.87489,7.28718,6.38519,6.98890,7.27589,6.47797,6.75597,5.62264,6.44079,6.44328,6.04638,6.73299,6.40754,6.47205,7.02874,6.87966,5.69345,5.44535,5.76238,6.77817,5.89304,5.13003,7.35673,6.08814,6.81190,5.39073,5.17596,5.26784,7.02161,5.99610,6.46294,5.65601,6.99179,7.02149,6.45941,5.09413,5.92721,5.20842,5.87074,6.07180,6.23256,4.97107,6.90668,6.15052,6.48546,7.21529,5.93552,5.95836,6.80162,6.05376,6.13140,4.94798,7.88122,6.31961,6.44494,6.74918,7.23657,5.99798,6.06283,5.82740,7.63584,5.77596,7.37479,6.76955,7.04159,7.42964,6.52572,7.05128,5.56905,6.17704,5.90273,6.55036,6.41889,5.36874,5.63368,5.17105,4.89690,6.41660,5.84408,5.76028,6.48494,5.96871,5.84818,5.95434,7.08256,6.11944,6.22851,5.08413,7.14220,5.43857,7.76555,5.78165,5.96150,6.46776,5.82532,5.67143,5.32077,5.40571,7.27106,6.62419,8.02984,6.06387,6.80762,5.84186,6.80948,6.01930,5.71683,5.64483,5.88471,5.75771,8.09095,6.67115,6.59219,6.56284,5.61148,5.78064,6.67797,6.03793,6.50204,6.28557,6.50586,5.32236,6.31343,7.86115,6.70601,6.09193,5.39188,5.32276,6.37458,5.60831,5.04070,6.05019,6.11905,5.63561,5.73798,5.29946,5.94879,5.83928,5.73949,5.43945,6.76468,6.10389,5.88014,5.84864,4.60453,5.30163,6.44342,5.91961,5.79748,4.16403,5.87975,4.61960,6.28302,5.77389,7.21695,5.03062,6.37584,5.55067,7.33764,5.65581,5.55521,6.76993,5.64339,5.72617,5.66751,5.61353,5.37632,5.28502,7.00478,5.52771,6.17464,5.82515,5.72173,6.10596,6.30127,5.27321,7.09203,6.73637,6.06237,5.07198,6.87894,6.29126,5.92293,5.47157,5.67163,5.33829,5.03917,5.06535,6.55623,5.02622,6.23667,5.06280,5.82860,5.71978,5.50858,5.77918,5.58401,5.22984,5.64496,5.33625,5.30128,5.63214,7.34196,5.73064,6.56222,5.28267,6.08595,4.67239,5.53866,6.26614,5.90459,5.28164,5.89775,5.68724,5.11550,5.98447,6.21263,4.99959,5.80167,6.33249,5.34387,6.89015,5.53174,5.09781,5.87413,6.08016,5.46249,5.75033,6.06664,6.46671,5.78380,5.10471,4.79693,5.36907,6.35164,5.25354,5.45139
8.79535,6.14536,6.59195,6.16320,5.98912,7.53268,7.10219,7.04408,6.51296,6.27720,5.93685,6.82198,7.03840,6.06092,6.73739,6.74267,6.14019,5.78036,5.31715,5.26852,6.16500,6.43228,6.90381,6.61794,7.54615,5.47514,5.31487,5.67215,6.70075,6.31429,6.02947,6.08425,6.33955,4.74377,4.95555,7.59018,6.04810,5.22488,6.26529,6.35210,5.83991,5.42104,7.10573,5.41254,5.83807,6.59575,7.95268,5.81474,7.01100,5.09408,7.28781,6.09346,7.58826,5.91050,6.50124,5.41231,6.60927,5.78203,6.42312,6.24960,6.32768,6.12894,6.56092,6.12355,5.02223,6.23972,6.06215,5.96775,5.96719,5.48566,5.05578,5.99797,6.43074,5.77541,6.59173,6.20095,6.44456,6.18797,6.83787,6.93824,5.71590,6.47171,5.73421,6.63875,5.76781,5.70822,5.62216,6.69754,5.20831,5.01183,6.25165,5.87787,6.52090,5.39677,6.73388,6.68445,6.11959,5.72264,6.82715,5.58361,5.75270,6.75846,5.91576,5.11678,5.17484,6.24423,6.01602,7.25615,7.17751,6.29870,5.53718,6.01373,6.42686,5.20272,5.50268,6.41175,5.68276,5.89145,6.43033,5.58825,6.87868,6.80527,5.61682,6.18204,6.23425,6.27382,5.87020,5.80194,5.80124,6.63939,6.17268,6.89253,6.93754,5.61142,5.58673,5.20907,6.11217,6.03461,5.89130,6.31160,6.64869,6.76096,6.75999,5.93231,5.49554,5.39995,5.03886,5.19788,6.39400,5.74810,5.75342,5.00122,4.97284,6.08779,6.34453,5.96289,7.18632,5.68681,6.63572,6.57822,6.24212,5.63496,6.29832,6.08429,6.83188,5.48551,4.98241,5.57321,7.10229,5.38139,6.62387,7.32311,5.68343,6.15903,5.54634,6.96558,5.82056,6.35292,5.26587,5.51405,6.72756,4.96153,5.33537,4.93436,6.35123,5.78596,5.67277,6.16085,4.45529,6.02642,4.71405,5.56838,5.56636,5.88982,5.72787,5.24891,6.17242,5.59330,5.90608,6.34599,5.44375,5.74490,5.19785,4.77205,6.73033,5.44491,6.84763,4.65101,5.38212,6.59742,5.46920,6.12602,5.64450,5.94959,6.48698,5.37265,4.30162,5.94167,5.88570,5.55161,5.19791,6.47076,5.75975,7.14624,6.12947,6.23226,6.32456,5.78057,5.51443,5.50347,5.74444,4.71405,5.43446,6.06329,4.94392,5.77002,5.20243,6.28761,4.98460,5.07650,5.55946,5.98355,5.78162,6.53108,6.02366,5.51694,5.90564,5.69229,4.84577,6.60385,6.11499,6.41003,5.20324,5.69788,5.47148,5.63751
8.01463,5.30659,6.66143,6.35499,5.51752,6.49996,7.13976,5.85697,6.99991,5.80377,5.82331,6.81537,5.77301,5.04306,5.70646,5.76813,5.62849,5.10833,5.94349,5.92589,8.76401,5.34070,5.23075,6.56720,6.88596,5.61394,6.09649,6.22980,5.96392,6.45119,6.50867,5.69191,5.07438,6.05997,6.60051,6.16662,5.83403,6.57146,6.02524,6.40691,6.62386,5.78108,5.43738,6.11309,5.87402,8.01775,5.49671,6.11516,6.29237,5.05575,4.20719,5.81522,6.62027,6.90141,6.17046,5.64159,5.91482,5.42945,6.00890,5.49103,5.61743,5.52844,5.14704,6.18404,5.37640,6.67648,5.63670,6.12236,5.82451,5.69365,5.31753,5.81752,5.92235,6.61184,6.03602,5.37904,4.69518,4.88272,6.85376,6.21027,5.21557,5.37925,7.05354,4.76441,6.48791,7.32683,5.41040,6.64399,6.49945,6.80124,6.10076,5.96471,6.12189,6.71053,6.01466,5.50229,6.58904,6.44431,5.54160,6.87931,6.05830,6.03982,5.20571,5.90579,4.65548,5.74595,5.47427,5.37364,5.53323,6.31094,5.39879,5.82590,6.76704,5.89864,7.02525,6.13612,5.33408,4.92655,5.77617,5.83986,5.70276,5.45059,5.84298,6.04252,5.83234,5.33540,5.43505,5.23242,5.93080,5.54041,6.67445,6.34799,6.98028,6.59366,8.56318,6.16965,5.14127,6.58085,5.45544,5.52825,5.44474,5.92973,6.81662,5.47976,6.41235,5.83503,6.44573,5.55992,5.58818,6.05621,4.93007,6.13886,5.53762,6.05561,4.26308,6.29400,4.55992,6.53071,5.10109,6.17793,6.31947,5.91038,4.46766,5.06157,5.47187,5.84631,5.61757,6.57409,6.78902,6.07590,5.60592,4.51967,6.26761,5.42398,6.54378,8.01991,5.11899,5.40884,6.01688,5.84791,4.49007,5.44270,4.48390,6.07686,6.47151,5.44768,5.90674,6.00153,6.06450,5.04752,5.54241,6.00910,5.73216,5.08372,6.07282,5.01628,5.28985,5.74524,5.09406,4.90277,5.31724,5.72673,4.72944,4.64416,5.57679,5.46229,6.24470,4.35545,11.64951,5.34352,5.97034,4.76800,4.83015,6.09395,7.63762,5.33998,6.04011,5.17295,6.26040,5.97497,5.10411,6.23422,6.38407,4.71545,4.78560,6.11126,5.96699,5.42520,5.23567,5.14012,5.02261,4.91666,5.62762,5.83816,5.42990,4.34349,5.49456,5.18920,5.36795,5.29917,6.19820,4.69008,5.69206,5.64496,4.54232,4.96387,7.50050,5.57698,4.64642,4.75707,4.90222,5.61094,4.77503,5.63118,5.13036,5.53767
9.56670,5.16666,5.92108,5.45258,6.09914,6.25708,6.43113,6.93938,6.94241,5.92950,5.95844,5.66490,9.20450,6.24462,7.12702,5.73078,6.32964,5.17865,6.33834,6.72804,5.88103,6.73188,6.40053,6.19623,5.81976,7.84524,6.33014,6.10960,6.86115,5.21010,5.73879,7.48888,7.87731,6.16008,6.55211,8.11555,5.51981,6.00939,6.35616,6.17260,5.91868,5.78237,6.04881,6.29487,7.06010,6.56617,5.60840,5.02900,5.73514,7.16599,6.46118,5.85049,6.22082,6.22792,5.64082,5.23554,6.95593,5.39316,6.84821,5.51878,7.36668,6.76545,6.02806,6.83835,5.96136,6.79852,5.99530,7.11930,5.94743,6.59068,5.00697,5.84642,5.71345,6.67531,6.51678,7.02861,6.22443,5.08272,5.76535,6.37898,6.14861,6.58518,7.31022,5.59515,5.46679,6.39145,6.78252,6.24575,5.64957,7.72956,5.65484,6.24776,6.42107,7.08644,6.24950,5.64647,5.66384,4.95222,6.58119,6.27988,5.84881,5.22887,7.32532,6.31597,6.04145,6.35861,5.14103,5.93102,6.22725,4.82702,5.84143,5.63824,6.25688,5.88296,5.97526,6.58920,5.51562,7.40283,6.17547,5.38604,5.49349,6.63325,6.94246,4.80764,6.89986,6.69118,6.54459,7.04087,7.37012,6.44942,6.43376,6.35004,6.70160,7.14977,4.71151,5.18176,5.91650,5.49331,5.78723,5.14115,5.75650,6.31289,5.96422,6.17426,5.42873,6.22218,6.31715,5.45799,6.33075,5.40013,6.74379,5.84862,6.23386,6.04989,6.10622,6.14776,5.74308,5.34332,8.54210,5.97595,6.67685,5.88326,5.56352,6.13347,6.24597,5.38364,6.32858,5.02265,5.81039,5.34752,5.08324,8.44658,4.81551,6.44467,5.35483,7.19018,5.40416,5.27659,5.46437,6.33712,6.05832,5.92679,7.00505,6.91243,5.83591,6.18170,5.71440,5.90176,6.40300,5.71325,5.66950,5.03960,5.78179,5.96652,5.82714,4.56545,5.12176,6.87645,6.40773,6.49827,4.79971,6.33297,6.36533,6.52132,4.93634,6.29735,6.40912,6.40641,5.55911,7.42719,5.88119,5.55827,4.30850,5.73888,6.20111,5.62610,4.64023,5.63740,5.37210,5.48436,5.54874,5.04356,5.66060,5.25105,5.91050,5.60620,5.69218,5.90741,5.48505,7.01123,5.28370,5.96989,5.33431,5.45513,5.39356,5.15457,5.46011,5.67091,7.26810,6.44022,5.07155,5.81576,5.23740,5.62757,5.09038,6.58184,5.96155,6.25425,5.20788,6.04839,5.57936,5.76709,5.43763,5.68643,5.41525,5.51629
